LM75_U4,LM75_U7,LM75_U10,LM75_U60,PSU1_TEMP1,PSU2_TEMP1,Time
26.0,26.5,32.5,35.0,36.0,34.0,Wed 14 Dec 2022 01:01:34 PM UTC
26.0,26.5,32.5,35.0,36.0,34.0,Wed 14 Dec 2022 01:01:46 PM UTC
