Fantray1_1,Fantray2_1,Fantray3_1,PSU1_FAN1,PSU2_FAN1,Time
40,40,40,29,28,Wed 14 Dec 2022 01:07:41 PM UTC
40,40,40,29,28,Wed 14 Dec 2022 01:07:52 PM UTC
40,40,40,29,28,Wed 14 Dec 2022 01:08:03 PM UTC
40,40,40,29,28,Wed 14 Dec 2022 01:08:14 PM UTC
40,40,40,29,28,Wed 14 Dec 2022 01:08:26 PM UTC
40,40,40,29,28,Wed 14 Dec 2022 01:08:37 PM UTC
