LM75_U4,LM75_U7,LM75_U10,LM75_U60,PSU1_TEMP1,PSU2_TEMP1,Time
23.5,24.5,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:11:52 PM UTC
23.5,24.5,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:12:03 PM UTC
23.5,24.5,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:12:14 PM UTC
23.5,24.5,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:12:25 PM UTC
23.5,24.5,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:12:36 PM UTC
