CPU usage percentage,Time
2.8,Tue 13 Dec 2022 05:11:52 PM UTC
13.2,Tue 13 Dec 2022 05:12:03 PM UTC
4.2,Tue 13 Dec 2022 05:12:14 PM UTC
1.4,Tue 13 Dec 2022 05:12:25 PM UTC
6.0,Tue 13 Dec 2022 05:12:36 PM UTC
