CPU usage percentage,Time
13.0,Wed 14 Dec 2022 02:13:43 PM UTC
5.7,Wed 14 Dec 2022 02:13:54 PM UTC
2.8,Wed 14 Dec 2022 02:14:05 PM UTC
4.1,Wed 14 Dec 2022 02:14:16 PM UTC
7.4,Wed 14 Dec 2022 02:14:27 PM UTC
2.9,Wed 14 Dec 2022 02:14:39 PM UTC
7.0,Wed 14 Dec 2022 02:14:50 PM UTC
4.3,Wed 14 Dec 2022 02:15:01 PM UTC
3.0,Wed 14 Dec 2022 02:15:12 PM UTC
9.9,Wed 14 Dec 2022 02:15:23 PM UTC
