CPU usage percentage,Time
7.1,Tue 13 Dec 2022 05:03:37 PM UTC
4.3,Tue 13 Dec 2022 05:03:49 PM UTC
2.8,Tue 13 Dec 2022 05:04:00 PM UTC
2.8,Tue 13 Dec 2022 05:04:11 PM UTC
2.9,Tue 13 Dec 2022 05:04:22 PM UTC
