LM75_U4,LM75_U7,LM75_U10,LM75_U60,PSU1_TEMP1,PSU2_TEMP1,Time
24.0,24.5,32.0,33.5,35.0,34.0,Tue 13 Dec 2022 05:03:37 PM UTC
24.0,24.5,32.0,33.5,35.0,34.0,Tue 13 Dec 2022 05:03:49 PM UTC
24.0,24.5,32.0,33.5,36.0,34.0,Tue 13 Dec 2022 05:04:00 PM UTC
24.0,24.5,32.0,33.5,36.0,34.0,Tue 13 Dec 2022 05:04:11 PM UTC
24.0,24.5,32.0,33.5,36.0,34.0,Tue 13 Dec 2022 05:04:22 PM UTC
