LM75_U4,LM75_U7,LM75_U10,LM75_U60,PSU1_TEMP1,PSU2_TEMP1,Time
24.0,24.0,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:19:57 PM UTC
24.0,24.0,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:20:08 PM UTC
24.0,24.0,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:20:19 PM UTC
24.0,24.0,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:20:30 PM UTC
24.0,24.0,32.0,33.0,37.0,34.0,Tue 13 Dec 2022 05:20:41 PM UTC
