Fantray1_1,Fantray2_1,Fantray3_1,PSU1_FAN1,PSU2_FAN1,Time
40,40,40,28,26,Tue 13 Dec 2022 05:19:57 PM UTC
40,40,40,28,26,Tue 13 Dec 2022 05:20:08 PM UTC
40,40,40,28,26,Tue 13 Dec 2022 05:20:19 PM UTC
40,40,40,28,26,Tue 13 Dec 2022 05:20:30 PM UTC
40,40,40,28,26,Tue 13 Dec 2022 05:20:41 PM UTC
