CPU usage percentage,Time
2.9,Tue 13 Dec 2022 05:19:57 PM UTC
4.2,Tue 13 Dec 2022 05:20:08 PM UTC
2.9,Tue 13 Dec 2022 05:20:19 PM UTC
4.2,Tue 13 Dec 2022 05:20:30 PM UTC
4.3,Tue 13 Dec 2022 05:20:41 PM UTC
